"gameId","gameLength","queue","map","season","version","mode","type"
3211825757,"1469","450","12","11","8.10.229.7328","ARAM","MATCHED_GAME"
3202388574,"1503","420","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3185742433,"1678","420","11","11","8.8.226.7254","CLASSIC","MATCHED_GAME"
3188429413,"2046","420","11","11","8.8.226.7254","CLASSIC","MATCHED_GAME"
3217494630,"1623","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3175125608,"1398","420","11","11","8.7.223.9264","CLASSIC","MATCHED_GAME"
3177517673,"1324","420","11","11","8.7.223.9264","CLASSIC","MATCHED_GAME"
3223786089,"1828","430","11","11","8.11.231.7304","CLASSIC","MATCHED_GAME"
3198849647,"953","420","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3203404400,"1267","430","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3201176177,"1824","420","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3219231349,"1047","900","11","11","8.10.229.7328","URF","MATCHED_GAME"
3212972663,"1085","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3178107512,"1846","440","11","11","8.8.225.6906","CLASSIC","MATCHED_GAME"
3200094841,"1495","420","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3202945661,"1978","420","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3208483454,"1293","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3200750208,"1891","420","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3203797641,"928","420","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3208188563,"937","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3221721754,"1107","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3220345502,"846","900","11","11","8.10.229.7328","URF","MATCHED_GAME"
3216052897,"1928","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3160314533,"1730","1020","11","11","8.6.222.2149","ONEFORALL","MATCHED_GAME"
3208417958,"1287","430","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3187905192,"1846","420","11","11","8.8.226.7254","CLASSIC","MATCHED_GAME"
3215921833,"1521","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3191902888,"1533","430","11","11","8.9.227.7511","CLASSIC","MATCHED_GAME"
3216183980,"852","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3203601070,"1789","420","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3218674351,"1056","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3222475444,"1578","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3224310455,"1860","420","11","11","8.11.231.7304","CLASSIC","MATCHED_GAME"
3175748287,"1566","420","11","11","8.7.223.9264","CLASSIC","MATCHED_GAME"
3221689023,"971","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3207008979,"1959","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3207041748,"1221","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3203437273,"942","420","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3207434969,"1574","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3223818971,"1035","420","11","11","8.11.231.7304","CLASSIC","MATCHED_GAME"
3206058713,"1771","420","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3212841689,"1933","430","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3200160479,"1649","420","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3209630432,"968","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3216380649,"2240","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3217199856,"924","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3185644272,"1906","420","11","11","8.8.226.7254","CLASSIC","MATCHED_GAME"
3217986288,"197","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3211760373,"1026","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3221295862,"1259","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3189412598,"1588","420","11","11","8.8.226.7254","CLASSIC","MATCHED_GAME"
3207500540,"957","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3208614655,"748","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3212776192,"921","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3186922239,"1893","420","11","11","8.8.226.7254","CLASSIC","MATCHED_GAME"
