result,c1,c2,c3,c4,c5
Lose,LeBlanc,Singed,Xayah,Ezreal,Camille
Lose,Braum,Irelia,Taliyah,Gangplank,Camille
Lose,Ezreal,Malzahar,Caitlyn,Morgana,Tahm Kench
Lose,Fiora,Mordekaiser,Nidalee,Xayah,Tahm Kench
Lose,Caitlyn,Singed,Lulu,Vladimir,Rek'Sai
Lose,Caitlyn,Lux,Kled,Aurelion Sol,Alistar
Lose,Graves,Olaf,Swain,Kog'Maw,Graves
Lose,Ornn,Ezreal,Swain,Rakan,Talon
Lose,Fiddlesticks,Rengar,Twitch,Pantheon,Talon
Lose,Xin Zhao,Rengar,Twitch,Renekton,Ryze
Lose,Braum,Caitlyn,Fiora,Trundle,Karma
Lose,Irelia,Gragas,Xin Zhao,Fiora,Ezreal
Lose,Syndra,Blitzcrank,Rengar,Lulu,Talon
Lose,Syndra,Blitzcrank,Thresh,Twisted Fate,Kha'Zix
Lose,Lucian,Teemo,Lulu,Lee Sin,Kha'Zix
Lose,Olaf,Kled,Sivir,Alistar,Kassadin
Lose,Tahm Kench,Caitlyn,Zoe,Tahm Kench,Caitlyn
Lose,Irelia,Kha'Zix,Zoe,Tahm Kench,Caitlyn
Lose,Talon,Kindred,Talon,Braum,Xayah
Lose,Jax,Kindred,Talon,Braum,Xayah
Lose,Lulu,Ezreal,Zoe,Dr. Mundo,Rakan
Lose,Olaf,Ezreal,Zoe,Dr. Mundo,Rakan
Lose,Ezreal,Alistar,Jax,Malphite,Caitlyn
Lose,Morgana,Ezreal,Xin Zhao,Aurelion Sol,Kled
Lose,Morgana,Ezreal,Zoe,Camille,Morgana
Lose,Caitlyn,Kled,Jax,LeBlanc,Yasuo
Lose,Olaf,Pyke,Poppy,Trundle,Alistar
Lose,Xayah,Ryze,Morgana,Caitlyn,Olaf
Lose,Kai'Sa,Lulu,Jax,Rakan,Urgot
Lose,Nocturne,Braum,Graves,Kai'Sa,Singed
Lose,Zoe,Braum,Graves,Kai'Sa,Singed
Lose,Braum,Xin Zhao,Jax,Ezreal,Zoe
Lose,Morgana,Xin Zhao,Irelia,Lulu,Morgana
Lose,Kayn,Poppy,Irelia,Lulu,Ashe
Lose,Lee Sin,Ryze,Rakan,Jhin,Jax
Lose,Xayah,Azir,Fiddlesticks,Renekton,Brand
Lose,Xayah,Azir,Fiddlesticks,Alistar,Graves
Lose,Xin Zhao,Lucian,Janna,Karma,Poppy
Lose,Xin Zhao,Lucian,Janna,Olaf,Ezreal
Lose,Lee Sin,Talon,Singed,Lux,Aatrox
Lose,Kog'Maw,Pantheon,Soraka,Zoe,Renekton
Lose,Kog'Maw,Pantheon,Soraka,Renekton,Kai'Sa
Lose,Camille,Rakan,Fizz,Graves,Alistar
Lose,Pyke,Shyvana,Ekko,Lucian,Vladimir
Lose,Brand,Ashe,Camille,Gragas,Zoe
Lose,Swain,Janna,Irelia,Jhin,Zac
Lose,Swain,Janna,Irelia,Jhin,Zac
Lose,Morgana,Kha'Zix,Galio,Karma,Gnar
Lose,Caitlyn,Camille,Zoe,Vladimir,Tristana
Lose,Morgana,Camille,Zoe,Vladimir,Tristana
Lose,Morgana,Morgana,Janna,Zoe,Xin Zhao
Lose,Vladimir,Rakan,Lucian,Viktor,Tryndamere
Lose,Xin Zhao,LeBlanc,Lucian,Pyke,Lulu
Lose,Bard,Cho'Gath,Karthus,Graves,Xayah
Lose,Thresh,Fizz,Ezreal,Dr. Mundo,Skarner
Lose,Tryndamere,Irelia,Graves,Alistar,Jhin
Lose,Tryndamere,Irelia,Graves,Alistar,Jhin
Lose,Tristana,Kha'Zix,Alistar,Vladimir,Irelia
Lose,Pyke,Nocturne,Talon,Malphite,Yasuo
Lose,Pyke,Nocturne,Talon,Malphite,Yasuo
Lose,Evelynn,Irelia,Karma,Ezreal,Taliyah
Lose,Xayah,Brand,Talon,Camille,Xayah
Lose,Morgana,Ezreal,Irelia,Xin Zhao,Vladimir
Lose,Morgana,Ezreal,Irelia,Xin Zhao,Aurelion Sol
Lose,Braum,Camille,Gangplank,Xayah,Karma
Lose,Sivir,LeBlanc,Kennen,Alistar,Jax
Lose,Twisted Fate,Trundle,Xayah,Alistar,Jax
Lose,Tristana,Alistar,Yasuo,Dr. Mundo,Irelia
Lose,Taliyah,Jhin,Brand,Singed,Thresh
Lose,Ezreal,Graves,LeBlanc,Singed,Thresh
Lose,Ezreal,Graves,LeBlanc,Jax,Alistar
Lose,Malphite,Thresh,Xin Zhao,Ezreal,Kassadin
Lose,Olaf,Lucian,Gangplank,Pyke,Mordekaiser
Lose,Olaf,Lucian,Caitlyn,Lulu,Renekton
Lose,Zilean,Kha'Zix,Heimerdinger,Lulu,Renekton
Lose,Jax,Ashe,Rakan,Karma,Morgana
Lose,Morgana,Trundle,Lulu,Kog'Maw,Gangplank
Lose,Lulu,Jax,Ezreal,Pyke,Graves
Lose,Kha'Zix,Alistar,Irelia,Vladimir,Caitlyn
Lose,Kha'Zix,Alistar,Caitlyn,Vladimir,Nasus
Lose,Graves,Vladimir,Ornn,Fiddlesticks,Kai'Sa
Lose,Graves,Vladimir,Ornn,Draven,Fiddlesticks
Lose,Camille,Yasuo,Jax,Singed,Shen
Lose,Yasuo,Gragas,Kai'Sa,Ryze,Katarina
Lose,Morgana,Gragas,Kai'Sa,Ryze,Katarina
Lose,Graves,Gragas,Tristana,Singed,Fizz
Lose,Karma,Nidalee,Kennen,Tristana,Taliyah
Lose,Ezreal,Camille,Ryze,Gangplank,Tahm Kench
Lose,Alistar,Alistar,Xayah,Irelia,LeBlanc
Lose,Alistar,Alistar,Xayah,Irelia,LeBlanc
Lose,Tristana,Thresh,Irelia,Olaf,Darius
Lose,Vayne,Graves,Fizz,Rakan,Dr. Mundo
Lose,Xayah,Nocturne,Kai'Sa,Karma,Galio
Lose,Urgot,Camille,Braum,Ezreal,Kha'Zix
Lose,Caitlyn,Tahm Kench,Dr. Mundo,Zoe,Xin Zhao
Lose,Garen,Camille,Lucian,Janna,Graves
Lose,Aatrox,Alistar,Ezreal,Galio,Camille
Lose,Taliyah,Swain,Katarina,Kai'Sa,Janna
Lose,Olaf,Vladimir,Karma,Ezreal,Braum
Lose,Lulu,Nocturne,Vladimir,Zyra,Ezreal
Lose,Thresh,Twisted Fate,Kennen,Zyra,Lee Sin
Lose,Karma,Gangplank,Graves,Graves,Xayah
Lose,Camille,Karma,Graves,Graves,Xayah
Lose,Ezreal,Irelia,Ryze,Graves,Thresh
Lose,Yasuo,Zilean,Darius,Zoe,Xin Zhao
Lose,Lucian,Malzahar,Irelia,Camille,Morgana
Lose,Singed,Yasuo,Ezreal,Camille,Pyke
Lose,Trundle,Zyra,Karma,Jax,Aurelion Sol
Lose,Graves,Xayah,Karma,Ryze,Jhin
Lose,Camille,Talon,Vladimir,Xayah,Illaoi
Lose,Kha'Zix,Rakan,Vladimir,Xayah,Illaoi
Lose,Kha'Zix,Fiora,Xin Zhao,Zoe,Xayah
Lose,Alistar,Lucian,Vladimir,Olaf,Malphite
Lose,Morgana,Kai'Sa,Karma,Kha'Zix,Lissandra
Lose,Morgana,Master Yi,Camille,Ryze,Alistar
Lose,Riven,Fizz,Pantheon,Ashe,Leona
Lose,Zoe,Ezreal,Karma,Camille,Sejuani
Lose,Pyke,Nunu,Ezreal,Twisted Fate,Singed
Lose,Jhin,Morgana,Fiora,Cassiopeia,Kha'Zix
Lose,Taliyah,Rakan,Xayah,Ornn,Zoe
Lose,Taliyah,Rakan,Xayah,Ornn,Zoe
Lose,Trundle,Tahm Kench,Sivir,Ryze,Gangplank
Lose,Trundle,Tahm Kench,Sivir,Ryze,Vladimir
Lose,Morgana,Dr. Mundo,Kai'Sa,Graves,Ahri
Lose,Kassadin,Caitlyn,Irelia,Twisted Fate,Morgana
Lose,Skarner,Fiora,Jhin,Twisted Fate,Morgana
Lose,Zyra,Jhin,Zoe,Rammus,Lee Sin
Lose,Evelynn,Bard,Kai'Sa,Orianna,Heimerdinger
Lose,Ekko,Zilean,Xin Zhao,Malzahar,Darius
Lose,Kai'Sa,Pyke,Camille,Singed,Irelia
Lose,Leona,Ezreal,Irelia,Veigar,Lee Sin
Lose,Vladimir,Nocturne,Nautilus,Viktor,Kai'Sa
Lose,Camille,Karma,Graves,Varus,Ornn
Lose,Bard,Aatrox,Vladimir,Xin Zhao,Jhin
Lose,Ivern,Ryze,Caitlyn,Camille,Janna
Lose,LeBlanc,Skarner,Gangplank,Alistar,Janna
Lose,Irelia,Xayah,Kennen,Graves,Leona
Lose,Yasuo,Akali,Lee Sin,Rakan,Kai'Sa
Lose,Irelia,Kalista,Xin Zhao,Alistar,Ryze
Lose,Renekton,Sejuani,Alistar,Xayah,Rakan
Lose,Cho'Gath,Lux,Alistar,Xayah,Soraka
Lose,Caitlyn,Jax,Ornn,Azir,Orianna
Lose,Rakan,Graves,Karma,Xayah,Ekko
Lose,Rammus,Lulu,Kayn,Ezreal,Zac
Lose,Tahm Kench,Kog'Maw,Aatrox,Karthus,Graves
Lose,Tahm Kench,Kog'Maw,Aatrox,Karthus,Rakan
Lose,Rumble,Xin Zhao,Xayah,Aatrox,Thresh
Lose,Ashe,Xin Zhao,Xayah,Aatrox,LeBlanc
Lose,Xayah,Lulu,Alistar,Gangplank,Draven
Lose,Graves,Kennen,Braum,Vladimir,Varus
Lose,Xin Zhao,Xin Zhao,Janna,Twitch,Varus
Lose,Xin Zhao,Xin Zhao,Janna,Twitch,Vladimir
Lose,Graves,Tristana,Galio,Kha'Zix,Camille
Lose,Taric,Soraka,Fiora,Ezreal,Yasuo
Lose,Taric,Soraka,Fiora,Ezreal,Yasuo
Lose,Gnar,Alistar,Kai'Sa,Lulu,Camille
Lose,Jhin,Singed,Alistar,Aurelion Sol,Camille
Lose,Pyke,Vladimir,Dr. Mundo,Camille,Pyke
Lose,Mordekaiser,Vladimir,Dr. Mundo,Camille,Pyke
Lose,Kai'Sa,Singed,Xin Zhao,Pyke,Irelia
Lose,Kai'Sa,Singed,Vladimir,Talon,Rek'Sai
Lose,Gnar,Kayn,Ryze,Draven,Zyra
Lose,Gnar,Camille,Ezreal,Katarina,Rengar
Lose,Gangplank,Ekko,Fiora,Rek'Sai,Rengar
Lose,Twisted Fate,Soraka,Singed,Lucian,Dr. Mundo
Lose,Syndra,Evelynn,Kai'Sa,Karma,Zac
Lose,Rakan,Ryze,Xayah,Shen,Nocturne
Lose,Rakan,Nautilus,Xayah,Fizz,Cho'Gath
Lose,Thresh,Jhin,Lulu,Nocturne,Cho'Gath
Lose,Ryze,Caitlyn,Sion,Braum,Alistar
Lose,Soraka,Xin Zhao,Fiora,Karma,Lucian
Lose,Ezreal,Xin Zhao,Soraka,Zoe,Fiora
Lose,Morgana,Yasuo,Evelynn,Lulu,Kog'Maw
Lose,Vayne,Karma,LeBlanc,Xin Zhao,Singed
Lose,Vayne,Janna,Jhin,Tryndamere,Lee Sin
Lose,Fizz,Singed,Fiddlesticks,Yasuo,Talon
Lose,Trundle,Lucian,Twisted Fate,Pyke,Ornn
Lose,Kog'Maw,Janna,Taric,Kayle,Jax
Lose,Kog'Maw,Graves,Singed,Tristana,Yasuo
Lose,Fiddlesticks,Jhin,Yasuo,Camille,Xin Zhao
Lose,Corki,Pantheon,Wukong,Pyke,Master Yi
Lose,Gangplank,Kassadin,Camille,Kai'Sa,Thresh
Lose,Pyke,Singed,Irelia,Yasuo,Aatrox
Lose,Xin Zhao,Yasuo,Pyke,Talon,Jax
Lose,Xin Zhao,Yasuo,Pyke,Vladimir,Zed
Lose,Xayah,Kha'Zix,Rakan,Zoe,Gangplank
Lose,Tahm Kench,Vladimir,Irelia,Graves,Jhin
Lose,Tahm Kench,Vladimir,Irelia,Vel'Koz,Rakan
Lose,Gangplank,Xin Zhao,Ezreal,Bard,Ekko
Lose,Renekton,Camille,Lissandra,Rakan,Draven
Lose,Master Yi,Evelynn,Blitzcrank,Jhin,Aatrox
Lose,Karma,Evelynn,Blitzcrank,Jhin,Aatrox
Lose,Ezreal,Karma,Janna,Irelia,Kog'Maw
Lose,Draven,Blitzcrank,Rumble,Camille,Sion
Lose,Fiora,Lulu,Lucian,Yasuo,Graves
Lose,Draven,Irelia,Nidalee,Ornn,Rakan
Lose,Trundle,LeBlanc,Gangplank,Ornn,Soraka
Lose,Poppy,Graves,Kai'Sa,Fiora,Lee Sin
Lose,Kai'Sa,Cassiopeia,Alistar,Fiora,Lee Sin
Lose,Zilean,Trundle,Aurelion Sol,Ornn,Fiddlesticks
Lose,Kai'Sa,Trundle,Darius,Rakan,Twisted Fate
Lose,Darius,Morgana,Lucian,Lulu,Xin Zhao
Lose,Xin Zhao,Aatrox,Xayah,Morgana,Karma
Lose,Xin Zhao,Aatrox,Xayah,Morgana,Vayne
Lose,Irelia,Graves,Rakan,Zoe,Camille
Lose,Vayne,Rakan,Vladimir,Nidalee,Gangplank
Lose,Zoe,Nunu,Kai'Sa,Trundle,Janna
Lose,Zoe,Nunu,Kai'Sa,Trundle,Xayah
Lose,Kindred,Ornn,Yasuo,Nautilus,Taliyah
Lose,Lulu,Gangplank,Graves,Kai'Sa,Kayle
Lose,Lulu,Gangplank,Graves,Kai'Sa,Vladimir
Lose,Ornn,Vladimir,Ezreal,Zoe,Rakan
Lose,Jax,Singed,Ezreal,Zoe,Rakan
Lose,Camille,Kai'Sa,Leona,Yasuo,Ornn
Lose,Camille,Kai'Sa,Tahm Kench,Varus,Lissandra
Lose,Xayah,Graves,Zoe,Thresh,Shen
Lose,Xayah,Graves,Shen,Zoe,Trundle
Lose,Xayah,Evelynn,Irelia,Malphite,Rakan
Lose,Kha'Zix,Irelia,Camille,Karma,Sivir
Lose,Kog'Maw,Alistar,Azir,Karma,Sivir
Lose,Karma,Jhin,Vladimir,Ornn,Vayne
Lose,Trundle,Morgana,Kassadin,Rengar,Caitlyn
Lose,Dr. Mundo,Jax,Zoe,Lulu,Caitlyn
Lose,Dr. Mundo,Jax,Zoe,Lulu,Kha'Zix
Lose,Gangplank,Tahm Kench,Jarvan IV,Ezreal,Vladimir
Lose,Riven,Varus,Xerath,Camille,Dr. Mundo
Lose,Xin Zhao,Kai'Sa,Shen,Camille,Malzahar
Lose,Swain,Graves,Fiddlesticks,Ezreal,Ornn
Lose,Swain,Graves,Fiddlesticks,Ezreal,Xin Zhao
Lose,Renekton,Zoe,Caitlyn,Karma,Master Yi
Lose,Braum,Lulu,Dr. Mundo,Xin Zhao,Jinx
Lose,Xayah,Ryze,Graves,Rakan,Cho'Gath
Lose,Jax,Lulu,Rakan,Caitlyn,Camille
Lose,Lucian,Pyke,Jhin,Ekko,Alistar
Lose,Lucian,Pyke,Jhin,Ekko,Gangplank
Lose,Anivia,Jax,Varus,Braum,Jax
Lose,Janna,Twisted Fate,Kai'Sa,Irelia,Teemo
Lose,Janna,Twisted Fate,Yasuo,Singed,Lucian
Lose,Alistar,Jinx,Kai'Sa,Teemo,Graves
Lose,Twisted Fate,Tristana,Kha'Zix,Gnar,Ahri
Lose,Rengar,Lulu,Soraka,Gnar,Jhin
Lose,Xin Zhao,LeBlanc,Jayce,Yasuo,Trundle
Lose,Lulu,Volibear,Aurelion Sol,Ezreal,Soraka
Lose,Jax,Ezreal,Lee Sin,Rakan,Olaf
Lose,Lulu,Irelia,Caitlyn,Rakan,Rengar
Lose,Braum,Katarina,Lee Sin,Jax,Caitlyn
Lose,Ekko,Gnar,Rakan,Xayah,Nunu
Lose,Karthus,Jayce,Kha'Zix,Jhin,Janna
Lose,Kai'Sa,Graves,Kha'Zix,Jhin,Vayne
Lose,Lulu,Kog'Maw,Singed,Vladimir,Camille
Lose,Alistar,Urgot,Vladimir,Ezreal,Graves
Lose,Alistar,Urgot,Vladimir,Ezreal,Graves
Lose,Camille,Ryze,Skarner,Ezreal,Alistar
Lose,Camille,Ryze,Skarner,Ezreal,Leona
Lose,Dr. Mundo,Tahm Kench,Xin Zhao,Ezreal,Fizz
Lose,Poppy,Ryze,Xin Zhao,Ezreal,Thresh
Lose,Poppy,Ryze,Xin Zhao,Ezreal,Gangplank
Lose,Fizz,Rakan,Lee Sin,Singed,Caitlyn
Lose,Lee Sin,Ornn,Lee Sin,Singed,Caitlyn
Lose,Ezreal,Ryze,Lee Sin,Ezreal,Ryze
Lose,Pantheon,Thresh,Singed,Ryze,Trundle
Lose,Ezreal,Thresh,Singed,Ryze,Trundle
Lose,Fiddlesticks,Kha'Zix,Fizz,Ornn,Kai'Sa
Lose,Irelia,Ezreal,Camille,Singed,Gragas
Lose,Kennen,Jhin,Xin Zhao,Karma,Vladimir
Lose,Dr. Mundo,Jhin,Xin Zhao,Karma,Vladimir
Lose,Xayah,Galio,Vladimir,Twisted Fate,Jhin
Lose,Skarner,Zilean,Vladimir,Twisted Fate,Jhin
Lose,Skarner,Xayah,Xin Zhao,Rakan,Ryze
Lose,Braum,Kai'Sa,Talon,Trundle,Kennen
Lose,Braum,Kai'Sa,Talon,Trundle,Gangplank
Lose,Kha'Zix,Yasuo,Miss Fortune,Thresh,Varus
Lose,Pyke,Cassiopeia,Ivern,Leona,Kassadin
Lose,Jhin,Rumble,Talon,Skarner,Fiddlesticks
Lose,Olaf,Fiora,Swain,Rakan,Kog'Maw
Lose,Taliyah,Tahm Kench,Olaf,Ezreal,Gangplank
Lose,Taliyah,Tahm Kench,Olaf,Ezreal,Janna
Lose,Shen,Cassiopeia,Kai'Sa,Xin Zhao,LeBlanc
Lose,Xayah,Kennen,Trundle,Rakan,Ezreal
Lose,Morgana,Malzahar,Trundle,Ryze,Lucian
Lose,Jhin,Rakan,Zilean,Graves,Camille
Lose,Jhin,Rakan,Graves,Blitzcrank,Ezreal
Lose,Jayce,Ekko,Rumble,Annie,Jayce
Lose,Master Yi,Kai'Sa,Alistar,Ezreal,Zac
Lose,Jhin,Camille,Irelia,Gangplank,Karma
Lose,Jhin,Lissandra,Alistar,Jax,Ezreal
Lose,Kha'Zix,Jhin,Soraka,Ryze,Singed
Lose,Graves,Graves,Rakan,Xayah,Lissandra
Lose,Morgana,Illaoi,Graves,Garen,Caitlyn
Lose,Darius,Illaoi,Vayne,Evelynn,Lulu
Lose,Ezreal,Nocturne,Vayne,Evelynn,Karma
Lose,Morgana,Camille,Malzahar,Caitlyn,Malphite
Lose,Vayne,Katarina,Camille,Lulu,Rek'Sai
Lose,Vayne,Xayah,Lee Sin,Gangplank,Alistar
Lose,Renekton,Talon,Jhin,Lee Sin,Morgana
Lose,Ezreal,Camille,Bard,Lulu,Varus
Lose,Camille,Katarina,Thresh,Ezreal,Sion
Lose,Xayah,Rakan,Rengar,Zoe,Xin Zhao
Lose,Xayah,Singed,Olaf,Fizz,Karma
Lose,Xayah,Karma,Gnar,Graves,Fizz
Lose,Fiddlesticks,Karma,Gnar,Graves,Lucian
Lose,Xayah,Pyke,Fiora,Irelia,Olaf
Lose,Nunu,Kog'Maw,Janna,Renekton,Xin Zhao
Lose,Vladimir,Janna,Dr. Mundo,Kai'Sa,Vel'Koz
Lose,Zac,Varus,Volibear,Tryndamere,Kayle
Lose,Tristana,Renekton,Zoe,Vladimir,Xin Zhao
Lose,Camille,Renekton,Katarina,Xayah,Rakan
Lose,Camille,Lulu,Shen,Kha'Zix,Thresh
Lose,Shen,Kai'Sa,Shen,Kha'Zix,Thresh
Lose,Ryze,Camille,Zyra,Olaf,Kassadin
Lose,Ezreal,Lee Sin,Zyra,Olaf,Kassadin
Lose,Nautilus,Graves,Kog'Maw,Irelia,Fiddlesticks
Lose,Xin Zhao,Braum,Vladimir,Shen,Jhin
Lose,Kennen,Lee Sin,Lucian,Gangplank,Alistar
Lose,Ezreal,Zoe,Trundle,Poppy,Alistar
Lose,Ezreal,Syndra,Kog'Maw,Malzahar,LeBlanc
Lose,Gangplank,Graves,Tahm Kench,Camille,LeBlanc
Lose,Braum,Darius,Nidalee,Ezreal,Dr. Mundo
Lose,Karma,Lucian,Lulu,Kog'Maw,Dr. Mundo
Lose,Graves,Renekton,Ezreal,Tahm Kench,Kassadin
Lose,Jhin,Camille,Alistar,Nocturne,Lulu
Lose,Nidalee,Janna,Morgana,Graves,Rumble
Lose,Ezreal,Irelia,Xayah,Rakan,Lulu
Lose,Rengar,Camille,Xayah,Rakan,Camille
Lose,Tahm Kench,Jhin,Poppy,LeBlanc,Camille
Lose,Alistar,Dr. Mundo,Olaf,Xayah,Camille
Lose,Xin Zhao,Alistar,Darius,Kai'Sa,Talon
Lose,Rakan,Rek'Sai,Ezreal,Swain,Riven
Lose,Kha'Zix,Zoe,Caitlyn,Morgana,Kennen
Lose,Talon,Cassiopeia,Skarner,LeBlanc,Leona
Lose,Talon,Cassiopeia,Skarner,Yasuo,Ezreal
Lose,Karma,Olaf,Lucian,Vel'Koz,Yasuo
Lose,Karma,Olaf,Lucian,Lee Sin,Camille
Lose,Xin Zhao,Caitlyn,Bard,Galio,Vladimir
Lose,Camille,Heimerdinger,Bard,Galio,Vladimir
Win,Camille,Ryze,Xin Zhao,Ezreal,Rakan
Win,Cho'Gath,Talon,Nidalee,Kai'Sa,Nautilus
Win,Camille,Akali,Evelynn,Caitlyn,Tahm Kench
Win,Singed,Karthus,Kha'Zix,Tristana,Alistar
Win,Jax,Ryze,Lee Sin,Kalista,Janna
Win,Irelia,LeBlanc,Olaf,Ezreal,Rakan
Win,Dr. Mundo,Galio,Graves,Jhin,Shen
Win,Darius,Taliyah,Graves,Xayah,Rakan
Win,Poppy,Irelia,Xin Zhao,Kai'Sa,Alistar
Win,Irelia,Ekko,Rek'Sai,Ezreal,Karma
Win,Jax,Sion,Nidalee,Jhin,Alistar
Win,Shen,Taliyah,Graves,Kai'Sa,Alistar
Win,Singed,Zilean,Kha'Zix,Vayne,Soraka
Win,Dr. Mundo,Ekko,Ivern,Kai'Sa,Alistar
Win,Gangplank,Lulu,Lee Sin,Ezreal,Morgana
Win,Jax,Zoe,Trundle,Ezreal,Rakan
Win,Camille,Cassiopeia,Skarner,Jhin,Pyke
Win,Ornn,Lulu,Skarner,Kog'Maw,Janna
Win,Camille,Zoe,Trundle,Ezreal,Janna
Win,Nasus,Azir,Kayn,Ezreal,Karma
Win,Fiora,Fizz,Trundle,Jhin,Alistar
Win,Camille,Swain,Zac,Xayah,Rakan
Win,Dr. Mundo,Zoe,Graves,Ezreal,Alistar
Win,Gangplank,Vladimir,Nocturne,Jhin,Alistar
Win,Rumble,Irelia,Camille,Jhin,Zyra
Win,Vladimir,Irelia,Pantheon,Tristana,Soraka
Win,Dr. Mundo,Talon,Rek'Sai,Xayah,Rakan
Win,Gangplank,Talon,Kha'Zix,Xayah,Rakan
Win,Sion,Ryze,Kha'Zix,Tristana,Alistar
Win,Kennen,Aurelion Sol,Lee Sin,Lucian,Karma
Win,Irelia,Ryze,Olaf,Tristana,Lulu
Win,Jax,LeBlanc,Kha'Zix,Caitlyn,Soraka
Win,Illaoi,Corki,Elise,Ezreal,Janna
Win,Renekton,Talon,Kha'Zix,Caitlyn,Morgana
Win,Vladimir,Jax,Nocturne,Ashe,Shen
Win,Gangplank,Ekko,Skarner,Ezreal,Bard
Win,Ryze,Sion,Camille,Xayah,Alistar
Win,Singed,Talon,Xin Zhao,Sivir,Leona
Win,Dr. Mundo,Taliyah,Graves,Kai'Sa,Braum
Win,Camille,Lulu,Kha'Zix,Ezreal,Shen
Win,Gangplank,Lissandra,Olaf,Jhin,Nami
Win,Jax,Vladimir,Evelynn,Ezreal,Janna
Win,Poppy,Malzahar,Xin Zhao,Xayah,Lulu
Win,Vladimir,Aatrox,Nidalee,Jinx,Shen
Win,Shen,Taliyah,Camille,Caitlyn,Janna
Win,Dr. Mundo,LeBlanc,Graves,Jhin,Nami
Win,Camille,Swain,Elise,Ezreal,Soraka
Win,Gangplank,Vladimir,Graves,Ezreal,Rakan
Win,Singed,Zoe,Xin Zhao,Lucian,Soraka
Win,Fiora,Fizz,Jarvan IV,Ezreal,Morgana
Win,Irelia,Zoe,Nidalee,Caitlyn,Thresh
Win,Camille,Zoe,Kayn,Draven,Morgana
Win,Camille,Ryze,Sejuani,Tristana,Soraka
Win,Singed,Fizz,Xin Zhao,Kai'Sa,Tahm Kench
Win,Camille,Ryze,Lee Sin,Ezreal,Morgana
Win,Kennen,Talon,Evelynn,Caitlyn,Karma
Win,Aatrox,Aurelion Sol,Xin Zhao,Ezreal,Alistar
Win,Darius,Vladimir,Skarner,Jhin,Rakan
Win,Singed,Ryze,Elise,Jhin,Nautilus
Win,Ornn,Vladimir,Olaf,Ezreal,Blitzcrank
Win,Vladimir,Zoe,Xin Zhao,Xayah,Rakan
Win,Gnar,Ryze,Kha'Zix,Ezreal,Tahm Kench
Win,Singed,Yasuo,Kha'Zix,Ezreal,Alistar
Win,Kennen,Zoe,Trundle,Caitlyn,Morgana
Win,Dr. Mundo,Swain,Graves,Kai'Sa,Janna
Win,Shen,Kassadin,Camille,Vayne,Tahm Kench
Win,Sion,Ryze,Rek'Sai,Ezreal,Tahm Kench
Win,Camille,Ryze,Olaf,Ezreal,Braum
Win,Jax,Taliyah,Skarner,Kai'Sa,Karma
Win,Fiora,Zoe,Graves,Ezreal,Rakan
Win,Camille,LeBlanc,Trundle,Kog'Maw,Alistar
Win,Darius,Irelia,Master Yi,Caitlyn,Alistar
Win,Yasuo,Sion,Sejuani,Ezreal,Camille
Win,Gangplank,LeBlanc,Lee Sin,Xayah,Rakan
Win,Mordekaiser,Irelia,Nidalee,Ezreal,Braum
Win,Rengar,Zoe,Camille,Ashe,Shen
Win,Camille,Talon,Nocturne,Ezreal,Bard
Win,Poppy,Irelia,Xin Zhao,Jhin,Tahm Kench
Win,Swain,Yasuo,Sejuani,Varus,Alistar
Win,Gangplank,Kassadin,Trundle,Xayah,Rakan
Win,Gangplank,Taliyah,Trundle,Caitlyn,Morgana
Win,Riven,Lulu,Olaf,Jhin,Morgana
Win,Tryndamere,Taliyah,Olaf,Varus,Karma
Win,Camille,Karma,Xin Zhao,Ezreal,Alistar
Win,Teemo,Talon,Nunu,Caitlyn,Thresh
Win,Gangplank,Vladimir,Olaf,Kai'Sa,Tahm Kench
Win,Ekko,Ornn,Camille,Kai'Sa,Braum
Win,Yasuo,Gangplank,Camille,Ezreal,Tahm Kench
Win,Irelia,LeBlanc,Lee Sin,Ezreal,Blitzcrank
Win,Irelia,Vladimir,Olaf,Jhin,Morgana
Win,Sion,Katarina,Rengar,Kai'Sa,Karma
Win,Camille,Yasuo,Olaf,Kai'Sa,Malphite
Win,Jayce,Aurelion Sol,Kha'Zix,Ezreal,Morgana
Win,Irelia,Ryze,Lee Sin,Kai'Sa,Alistar
Win,Riven,Zoe,Xin Zhao,Xayah,Alistar
Win,Singed,Vladimir,Kha'Zix,Jhin,Thresh
Win,Renekton,Karma,Zac,Kog'Maw,Taric
Win,Jayce,Malzahar,Lee Sin,Xayah,Rakan
Win,Singed,Cassiopeia,Skarner,Ezreal,Karma
Win,Swain,Zoe,Skarner,Ezreal,Alistar
Win,Gnar,Ahri,Lee Sin,Ezreal,Alistar
Win,Poppy,LeBlanc,Camille,Ezreal,Morgana
Win,Jax,Karthus,Skarner,Ezreal,Morgana
Win,Sion,LeBlanc,Nidalee,Ezreal,Janna
Win,Darius,Swain,Camille,Xayah,Rakan
Win,Darius,Kassadin,Kha'Zix,Miss Fortune,Rakan
Win,Swain,Taliyah,Xin Zhao,Caitlyn,Lulu
Win,Dr. Mundo,Zoe,Kindred,Jhin,Soraka
Win,Kennen,LeBlanc,Xin Zhao,Sivir,Leona
Win,Jax,Galio,Kha'Zix,Kai'Sa,Alistar
Win,Rumble,Ryze,Graves,Draven,Morgana
Win,Ornn,Fizz,Pantheon,Lucian,Alistar
Win,Singed,Vladimir,Xin Zhao,Xayah,Braum
