result,c1,c2,c3,c4,c5
Win,Alistar,Irelia,Kai'Sa,Swain,Jax
Win,Skarner,Jax,Karma,Irelia,Ezreal
Win,Lissandra,Nunu,Karthus,Singed,Morgana
Win,Lissandra,Nunu,Karthus,Singed,Camille
Win,Karma,Camille,Aurelion Sol,Thresh,Varus
Win,Nidalee,Camille,Aurelion Sol,Thresh,Varus
Win,Kayle,Lucian,Karma,Rengar,Xin Zhao
Win,Zoe,Rakan,Kai'Sa,Lulu,Soraka
Win,Gangplank,Irelia,Xin Zhao,Ezreal,Zoe
Win,Graves,Ezreal,Soraka,Gangplank,Pyke
Win,Thresh,Lulu,Camille,Fiora,Kai'Sa
Win,Aatrox,Trundle,Karma,Zoe,Ezreal
Win,Dr. Mundo,Camille,Twisted Fate,Janna,Xayah
Win,Xin Zhao,Morgana,Irelia,Fiora,Ezreal
Win,Nidalee,Irelia,Ezreal,Camille,Morgana
Win,Sona,Irelia,Ezreal,Camille,Tahm Kench
Win,Fiddlesticks,Jayce,Camille,LeBlanc,Cassiopeia
Win,Bard,Gangplank,Zed,Yasuo,Miss Fortune
Win,Xin Zhao,Tahm Kench,Ezreal,Jax,Fizz
Win,Xin Zhao,Tahm Kench,Zoe,Shen,Cho'Gath
Win,Ezreal,Xin Zhao,Camille,LeBlanc,Braum
Win,Vladimir,Ryze,Ezreal,Graves,Soraka
Win,Vladimir,Ryze,Ezreal,Singed,Jhin
Win,Zyra,Graves,Lucian,Zoe,Camille
Win,Kled,Lucian,Alistar,Soraka,Xin Zhao
Win,Aurelion Sol,Kog'Maw,Camille,Vladimir,Fiora
Win,Ezreal,Soraka,Nidalee,Irelia,Rakan
Win,Garen,Lee Sin,Singed,Ryze,Draven
Win,Rakan,LeBlanc,Singed,Ahri,Taliyah
Win,Singed,Karma,Talon,Skarner,Lucian
Win,Singed,Karma,Talon,Skarner,Lucian
Win,Kennen,Fizz,Rakan,Vayne,Xin Zhao
Win,Aurelion Sol,Singed,Shen,Trundle,Ashe
Win,Morgana,Caitlyn,Ornn,Olaf,Poppy
Win,Xin Zhao,Alistar,Jax,Ezreal,Zoe
Win,Ezreal,Alistar,Vladimir,Singed,Xin Zhao
Win,Alistar,Darius,Kai'Sa,Xin Zhao,Zilean
Win,Rengar,Alistar,Lulu,Graves,Xayah
Win,Rengar,Alistar,Lulu,Graves,Xayah
Win,Tristana,Alistar,Vladimir,Karma,Skarner
Win,Tristana,Alistar,Vladimir,Karma,Lissandra
Win,Lucian,Camille,Xin Zhao,Thresh,Lissandra
Win,Braum,Kai'Sa,Irelia,Kassadin,Warwick
Win,Caitlyn,Caitlyn,Twitch,Ahri,Morgana
Win,LeBlanc,Rakan,Graves,Xayah,Rumble
Win,Shen,Kai'Sa,Morgana,Ahri,Rumble
Win,Morgana,Taliyah,Aurelion Sol,Shen,Gragas
Win,Karma,Irelia,Kai'Sa,Nidalee,Soraka
Win,Jax,Lulu,Skarner,Ashe,Soraka
Win,Karma,Kog'Maw,Riven,Camille,Morgana
Win,Jax,Lucian,Riven,Zoe,Pyke
Win,Rakan,Xayah,Gnar,Fizz,Kha'Zix
Win,Rakan,Xayah,Gnar,Fizz,Kha'Zix
Win,Kai'Sa,Rakan,Trundle,Singed,Malzahar
Win,Kai'Sa,Rakan,Trundle,Singed,Malzahar
Win,Ezreal,Camille,Soraka,Syndra,Singed
Win,Fizz,Leona,Draven,Xin Zhao,Jax
Win,Jax,Kai'Sa,Irelia,Lee Sin,Thresh
Win,Caitlyn,Morgana,Singed,Twisted Fate,Xin Zhao
Win,Vladimir,Rakan,Rek'Sai,Kai'Sa,Darius
Win,Fizz,Xin Zhao,Kai'Sa,Alistar,Irelia
Win,Fizz,Aurelion Sol,Kai'Sa,Alistar,Irelia
Win,Olaf,Caitlyn,Varus,Pyke,Talon
Win,Taliyah,Graves,Gnar,Ezreal,Talon
Win,Karma,Ezreal,Camille,Kennen,Ezreal
Win,Alistar,Xin Zhao,Fizz,Jax,Jax
Win,Rakan,Kog'Maw,Evelynn,Irelia,Kassadin
Win,Alistar,Ezreal,Trundle,Fiora,Kassadin
Win,Pyke,Fizz,Zac,Jax,Tristana
Win,Cho'Gath,Vladimir,Camille,Lucian,Brand
Win,Talon,Rakan,Graves,Renekton,Ryze
Win,Kayn,Irelia,Janna,Ezreal,Ryze
Win,Jhin,Miss Fortune,Xayah,Dr. Mundo,Lee Sin
Win,Rakan,Aurelion Sol,Draven,Kassadin,Olaf
Win,Trundle,Irelia,Zyra,Ryze,Ezreal
Win,Morgana,Irelia,Olaf,Kled,Twisted Fate
Win,Morgana,Ezreal,Tahm Kench,Camille,Lulu
Win,Gnar,Gnar,LeBlanc,Xin Zhao,Karma
Win,Ekko,Bard,Ezreal,Rumble,Twisted Fate
Win,Gangplank,Soraka,Zoe,Skarner,Ezreal
Win,Gangplank,Soraka,Zoe,Skarner,Irelia
Win,Zoe,Vayne,Xin Zhao,Graves,Alistar
Win,Aatrox,Ezreal,Singed,Camille,Zoe
Win,Xin Zhao,Rakan,Xayah,Gangplank,Ryze
Win,Rakan,Xayah,Camille,Morgana,Ezreal
Win,Nidalee,Lulu,Dr. Mundo,Xin Zhao,Yasuo
Win,Soraka,Aurelion Sol,Rek'Sai,Poppy,Ezreal
Win,Soraka,Aurelion Sol,Rek'Sai,Jax,Camille
Win,Karma,Rakan,Xayah,Camille,Xin Zhao
Win,Soraka,Syndra,Kai'Sa,Talon,Sejuani
Win,Karma,Kai'Sa,Lulu,Nocturne,Camille
Win,Kog'Maw,Zoe,Morgana,Xin Zhao,Singed
Win,Cassiopeia,Draven,Nidalee,Thresh,Ryze
Win,Lucian,Nidalee,LeBlanc,Braum,Gangplank
Win,Nunu,Jax,Aatrox,Zoe,Irelia
Win,Alistar,Jax,Aatrox,Zoe,Irelia
Win,Alistar,Pyke,Kai'Sa,Cassiopeia,Camille
Win,Cho'Gath,Lee Sin,Zyra,Lucian,Zoe
Win,Cho'Gath,Tahm Kench,Lucian,Nocturne,Zoe
Win,Kai'Sa,Vladimir,Rakan,Zed,Evelynn
Win,Xin Zhao,Ezreal,Graves,Katarina,Karma
Win,Zilean,Dr. Mundo,Lucian,Graves,Taliyah
Win,Morgana,Dr. Mundo,Lucian,Graves,Taliyah
Win,Lucian,Ekko,Alistar,Xin Zhao,Camille
Win,Lucian,Ekko,Alistar,Xin Zhao,Lucian
Win,Pyke,Xin Zhao,Darius,Jayce,Xayah
Win,Camille,Jayce,Xayah,Lulu,Cho'Gath
Win,Nidalee,Gangplank,Alistar,Ashe,Trundle
Win,Lucian,Morgana,Zed,Lee Sin,Ryze
Win,Trundle,Fiddlesticks,Varus,Swain,Irelia
Win,Xayah,Malphite,Rakan,Vladimir,Kha'Zix
Win,Braum,Fiora,Lucian,Zoe,Nidalee
Win,Graves,Nautilus,Xayah,Kassadin,Rengar
Win,Ryze,Taliyah,Lucian,Camille,Pyke
Win,Leona,Kai'Sa,Rek'Sai,Talon,Gangplank
Win,Leona,Kai'Sa,Rek'Sai,Talon,Illaoi
Win,Camille,Ezreal,Alistar,Irelia,Anivia
Win,Caitlyn,Thresh,Xin Zhao,Camille,Fiddlesticks
Win,Tristana,Master Yi,Lulu,Shen,Fiddlesticks
Win,Kai'Sa,Urgot,Lucian,Rakan,Swain
Win,Nocturne,Gangplank,Xin Zhao,Taric,Olaf
Win,Braum,Vladimir,Yasuo,Kai'Sa,Alistar
Win,Graves,Vladimir,Yasuo,Kai'Sa,Alistar
Win,Olaf,Xayah,Darius,Rakan,LeBlanc
Win,Nidalee,Irelia,Bard,Vayne,Jayce
Win,Twisted Fate,Alistar,Ezreal,Singed,Graves
Win,Camille,Rakan,Gangplank,Ryze,Ezreal
Win,Darius,Ezreal,Xin Zhao,Bard,Cassiopeia
Win,Lulu,Zoe,Jhin,Rengar,Camille
Win,Singed,Vladimir,Nami,Ashe,Camille
Win,Lulu,Varus,Braum,Ezreal,Twisted Fate
Win,Draven,Aatrox,Graves,Bard,Thresh
Win,Lee Sin,Caitlyn,Fiora,Aurelion Sol,Fizz
Win,Graves,Twisted Fate,Morgana,Jax,Fizz
Win,Fiora,Morgana,Nami,Nunu,Lucian
Win,Fiora,Shen,Talon,Rakan,Warwick
Win,Kai'Sa,Shen,Talon,Urgot,Anivia
Win,Fizz,Lee Sin,Camille,Kalista,Rakan
Win,Fizz,Lee Sin,Camille,Kalista,Rakan
Win,Camille,Ezreal,Karma,Aurelion Sol,Gangplank
Win,Camille,Ezreal,Karma,Aurelion Sol,Skarner
Win,Vladimir,Braum,Swain,Xayah,Ezreal
Win,Janna,Cassiopeia,Lee Sin,Fiora,Ezreal
Win,Lucian,Vladimir,Braum,Lee Sin,Aurelion Sol
Win,Nami,Lulu,Kai'Sa,Sion,Xin Zhao
Win,Camille,Braum,Singed,Annie,Shaco
Win,Thresh,Draven,Fizz,Zac,Sion
Win,Pyke,Evelynn,Zoe,Jayce,Mordekaiser
Win,Jax,Alistar,Vel'Koz,Gnar,Ezreal
Win,Xin Zhao,Camille,Lulu,Kog'Maw,Tahm Kench
Win,Irelia,Trundle,Xayah,Lulu,Jax
Win,Fiora,Trundle,Draven,Renekton,Thresh
Win,Ekko,Trundle,Draven,Renekton,Thresh
Win,Graves,Malzahar,Rakan,Kai'Sa,Vladimir
Win,Graves,Malzahar,Rakan,Kai'Sa,Xin Zhao
Win,Jax,Ezreal,Talon,Braum,Zyra
Win,Jhin,Xin Zhao,Singed,Kha'Zix,Darius
Win,Malzahar,Ezreal,Karma,Cassiopeia,Kha'Zix
Win,Kled,Zyra,Xin Zhao,Gnar,Zoe
Win,Ezreal,Soraka,Jayce,Kai'Sa,Ryze
Win,Zac,Katarina,Jayce,Kai'Sa,Ryze
Win,Cassiopeia,Ezreal,Orianna,Jax,Bard
Win,Rakan,Sion,Graves,Kindred,Rakan
Win,Vladimir,Renekton,Xayah,Kindred,Rakan
Win,Hecarim,Gangplank,Ezreal,Alistar,Talon
Win,Caitlyn,Aatrox,Xin Zhao,Lulu,Soraka
Win,Lee Sin,Aatrox,Zoe,Alistar,Lucian
Win,Irelia,Xin Zhao,Morgana,Olaf,Caitlyn
Win,Blitzcrank,Irelia,Tristana,Nidalee,Jax
Win,Graves,Kog'Maw,Karma,Gangplank,Zoe
Win,Karma,Rengar,Shen,Xayah,Vladimir
Win,Tristana,Heimerdinger,Graves,Leona,Irelia
Win,Tristana,Heimerdinger,Graves,Xin Zhao,Alistar
Win,Singed,Kai'Sa,Talon,Leona,Orianna
Win,Singed,Karthus,Janna,Xin Zhao,Jhin
Win,Zoe,Rengar,Soraka,Ezreal,Xin Zhao
Win,Ezreal,Singed,Braum,Cassiopeia,Kha'Zix
Win,Darius,Singed,Braum,Cassiopeia,Kha'Zix
Win,Ezreal,Darius,Evelynn,Swain,LeBlanc
Win,Karma,Kai'Sa,Singed,Xin Zhao,Camille
Win,Lucian,Fiddlesticks,Xin Zhao,Malzahar,Blitzcrank
Win,Lee Sin,Irelia,Kassadin,Xayah,Blitzcrank
Win,Orianna,Lucian,Kassadin,Vladimir,Bard
Win,Vladimir,Ezreal,Xin Zhao,Gnar,Soraka
Win,Nocturne,Ezreal,Trundle,Alistar,LeBlanc
Win,Leona,Jhin,Jax,Ashe,Xin Zhao
Win,Lulu,Braum,Ryze,Xin Zhao,Ezreal
Win,Thresh,Yasuo,Ryze,Xin Zhao,Ezreal
Win,Fiora,Lulu,Kai'Sa,Tahm Kench,Galio
Win,Camille,Singed,Fiddlesticks,Zoe,Irelia
Win,Ryze,Janna,Kalista,Sion,Lee Sin
Win,Ryze,Janna,Kalista,Sion,Xayah
Win,Nidalee,Morgana,Caitlyn,Jayce,Irelia
Win,Camille,Kai'Sa,Thresh,Taliyah,Gangplank
Win,Camille,Kai'Sa,Ezreal,Irelia,Jax
Win,Poppy,Xayah,Kha'Zix,Alistar,Vel'Koz
Win,Pyke,Darius,Gangplank,Pyke,Graves
Win,Ashe,Darius,Gangplank,Pyke,Graves
Win,Xayah,Soraka,Graves,Singed,Zed
Win,Xayah,Soraka,Graves,Singed,Zed
Win,Irelia,Lucian,Annie,Fiddlesticks,Xin Zhao
Win,Zoe,Dr. Mundo,Alistar,Ezreal,Lee Sin
Win,Aurelion Sol,Olaf,Caitlyn,Jarvan IV,Lee Sin
Win,Swain,Draven,Singed,Thresh,Xin Zhao
Win,Nocturne,Malzahar,Jax,Kog'Maw,Alistar
Win,Jayce,Taliyah,Lucian,Kog'Maw,Karma
Win,Jayce,Taliyah,Lucian,Jhin,Yasuo
Win,Nidalee,Lucian,Irelia,Pyke,Karma
Win,Nidalee,Lucian,Irelia,Miss Fortune,Gangplank
Win,Evelynn,Morgana,Talon,Talon,Shen
Win,Jax,Irelia,Pyke,Zoe,Yasuo
Win,Skarner,Irelia,Lulu,LeBlanc,Soraka
Win,Kog'Maw,Aatrox,Graves,Soraka,Ryze
Win,Singed,Kog'Maw,Graves,Soraka,Ryze
Win,Blitzcrank,Karthus,Singed,Graves,Morgana
Win,Kai'Sa,Aurelion Sol,Singed,Graves,Morgana
Win,Thresh,Singed,Shen,Kassadin,Ashe
Win,Xin Zhao,Jax,Morgana,Draven,Yasuo
Win,Camille,Jax,Gragas,Ezreal,Taliyah
Win,Ryze,Rek'Sai,Vladimir,Karma,Ezreal
Win,Camille,Kalista,Alistar,Gangplank,Ryze
Win,Kai'Sa,Singed,Ryze,Lee Sin,Rakan
Win,Kai'Sa,Darius,Alistar,Nocturne,Ahri
Win,Kai'Sa,Xin Zhao,Cassiopeia,Tahm Kench,Rakan
Win,Vladimir,Trundle,Rakan,Gangplank,Ezreal
Win,Xayah,Katarina,Karma,Aatrox,Lee Sin
Win,Camille,Zoe,Alistar,Jhin,Gangplank
Win,Lee Sin,Soraka,Renekton,Lee Sin,Fizz
Win,Kai'Sa,Shen,Renekton,Lee Sin,Fizz
Win,Kennen,Aatrox,Lulu,Morgana,Taliyah
Win,Trundle,Lulu,Rakan,Lucian,Singed
Win,Pyke,Vladimir,Caitlyn,Jax,Xin Zhao
Win,Zoe,Morgana,LeBlanc,Dr. Mundo,Alistar
Win,Lucian,Camille,LeBlanc,Dr. Mundo,Alistar
Win,Camille,Lucian,Tahm Kench,Irelia,Ryze
Win,Camille,Ekko,Irelia,Nautilus,Vladimir
Win,Pantheon,Morgana,Ezreal,Gragas,Cho'Gath
Win,Caitlyn,Master Yi,Lulu,Irelia,Caitlyn
Win,Rumble,Zed,Morgana,Kayn,Caitlyn
Win,Elise,Kai'Sa,Talon,Rakan,Singed
Win,Lulu,Caitlyn,Nocturne,Swain,Kha'Zix
Win,Cassiopeia,Shen,Tristana,Swain,Kha'Zix
Win,Yasuo,Nautilus,Lulu,Lee Sin,Mordekaiser
Win,Lucian,Braum,Talon,Graves,Tahm Kench
Win,Kog'Maw,Lulu,Gangplank,Gangplank,Graves
Win,Caitlyn,Blitzcrank,Twisted Fate,Alistar,Graves
Win,Taliyah,Jinx,Ornn,Dr. Mundo,Nunu
Win,Kai'Sa,Talon,Braum,Ezreal,Alistar
Win,Ryze,Talon,Braum,Ezreal,Alistar
Win,Twisted Fate,Kennen,Graves,Irelia,Lulu
Win,Jax,Kha'Zix,Sion,LeBlanc,Ezreal
Win,Leona,Kha'Zix,Sion,LeBlanc,Ezreal
Win,Zed,Dr. Mundo,Ezreal,Leona,Rengar
Win,Aatrox,Kai'Sa,Janna,Lucian,LeBlanc
Win,Gangplank,Camille,Rakan,Lux,Lulu
Win,Thresh,Kai'Sa,Lee Sin,Poppy,Aatrox
Win,Yasuo,Graves,Kai'Sa,Pyke,Trundle
Win,Talon,Zyra,Kog'Maw,Ryze,Pyke
Win,Janna,Lucian,Talon,Camille,Pyke
Win,Garen,Irelia,Camille,Ezreal,Taric
Win,Trundle,Lulu,Lucian,Rakan,Pantheon
Win,Elise,Aurelion Sol,Ezreal,Taliyah,Pantheon
Win,Soraka,Singed,Aurelion Sol,Xin Zhao,Caitlyn
Win,Ezreal,Lulu,Irelia,Ryze,Xin Zhao
Win,Lucian,Rakan,Singed,Brand,Olaf
Win,Singed,Ezreal,Katarina,Alistar,Irelia
Win,Skarner,Rakan,Renekton,Kai'Sa,Nocturne
Win,Ryze,Lucian,Braum,Volibear,Twisted Fate
Win,Camille,Jhin,Zyra,Kayn,Irelia
Win,Malzahar,Lux,Blitzcrank,Teemo,Fiora
Win,Morgana,Trundle,Lucian,Cho'Gath,Singed
Win,Graves,Lucian,Thresh,Twisted Fate,Singed
Win,Rakan,Lee Sin,Yasuo,Fizz,Xayah
Win,Camille,Soraka,Yasuo,Jax,Dr. Mundo
Win,Viktor,Janna,Ezreal,Rek'Sai,Dr. Mundo
Win,Sion,Lucian,Nidalee,Pyke,Jhin
Win,Taliyah,Jax,Vayne,Rakan,Vladimir
Win,Aatrox,Karma,Jhin,Camille,Vladimir
Win,Gragas,Ezreal,Xin Zhao,Karma,Rakan
Win,Soraka,Taliyah,Ezreal,Lux,Kai'Sa
Win,Caitlyn,Aurelion Sol,Olaf,Dr. Mundo,Draven
Win,Graves,Ezreal,Rakan,Singed,Twisted Fate
Win,Lucian,Karma,Gragas,Irelia,Alistar
Win,Vladimir,Miss Fortune,Tahm Kench,Ezreal,Rakan
Win,Irelia,Trundle,Zoe,Ezreal,Rakan
Win,Alistar,Lucian,Irelia,Trundle,Zoe
Win,Braum,Rakan,Lulu,Jax,Ezreal
Win,Camille,Rakan,Lulu,Jax,Ezreal
Win,Morgana,Zoe,Ezreal,Gnar,Evelynn
Win,Thresh,Camille,Ezreal,Gnar,Evelynn
Win,Renekton,Jax,Taliyah,Talon,Kai'Sa
Win,Gangplank,Pyke,Morgana,Jhin,Gangplank
Win,Lulu,Nidalee,Evelynn,Jhin,Gangplank
Win,Kai'Sa,Alistar,Renekton,Talon,Camille
Win,Cassiopeia,Karma,Ezreal,Sion,Camille
Win,Thresh,Caitlyn,Vladimir,Irelia,Shaco
Win,Kai'Sa,Jayce,Bard,Irelia,Rek'Sai
Win,Vladimir,Graves,Lulu,Lucian,Leona
Win,Xayah,Talon,Lulu,Nidalee,Sivir
Win,Rakan,Zoe,Kha'Zix,Ornn,Ezreal
Win,Rakan,Dr. Mundo,Lulu,Ornn,Nidalee
Win,Rakan,Kha'Zix,Karma,Xayah,Twitch
Win,Xayah,Fizz,Camille,Rakan,Irelia
Win,Graves,Kai'Sa,Brand,Jhin,Camille
Win,Nautilus,Xin Zhao,Irelia,Kai'Sa,Katarina
Win,Nautilus,Xin Zhao,Irelia,Karma,Caitlyn
Win,Braum,Trundle,Camille,Morgana,Ryze
Win,Camille,Kai'Sa,Twisted Fate,Ezreal,Ornn
Win,Olaf,Trundle,Swain,Varus,Sion
Win,Olaf,Zilean,Sivir,Riven,Lee Sin
Win,Lissandra,Twisted Fate,Irelia,Thresh,Lee Sin
Win,Master Yi,Jhin,Camille,Karthus,Vladimir
Win,Soraka,Talon,Ezreal,Xin Zhao,Evelynn
Win,Fizz,Lucian,Ezreal,Xin Zhao,Evelynn
Win,Kog'Maw,Alistar,Zoe,Jax,Skarner
Win,Ezreal,Janna,Camille,Ryze,Mordekaiser
Win,Gnar,Blitzcrank,Camille,Ryze,Mordekaiser
Win,Trundle,Karma,Dr. Mundo,Braum,Kai'Sa
Win,Zilean,Kog'Maw,Lulu,Jayce,Xin Zhao
Win,Zilean,Kog'Maw,Lulu,Jayce,Xin Zhao
Win,Ezreal,Braum,Lucian,Irelia,Lissandra
Win,Kassadin,Graves,Alistar,Singed,Ezreal
Win,Janna,Nidalee,Kennen,Leona,Tristana
Win,Janna,Nidalee,Gragas,Azir,Rakan
Win,Kai'Sa,Evelynn,Irelia,Alistar,Jax
Win,Kai'Sa,Tahm Kench,Caitlyn,Camille,Lee Sin
Win,Cassiopeia,Ornn,Lee Sin,Xin Zhao,Irelia
Win,Ashe,Karma,Cassiopeia,Soraka,Yasuo
Win,Rek'Sai,Kai'Sa,Aurelion Sol,Amumu,Ezreal
Win,Ashe,Graves,Thresh,Braum,Kha'Zix
Win,Lulu,Singed,Tristana,Braum,Kha'Zix
Win,Lulu,Ezreal,Tristana,Braum,Kha'Zix
Win,Ezreal,Katarina,Olaf,Thresh,Irelia
Win,Draven,Fizz,Nocturne,Dr. Mundo,Morgana
Win,Kai'Sa,Fizz,Nocturne,Dr. Mundo,Morgana
Win,Irelia,Galio,Kindred,Rakan,Draven
Win,Katarina,Rek'Sai,Sion,Rakan,Zoe
Win,Ezreal,Tahm Kench,Jhin,Graves,Cassiopeia
Win,Gangplank,Jax,Camille,Taliyah,Jhin
Win,Rakan,Jax,Camille,Taliyah,Jhin
Win,Ezreal,Lucian,Shaco,Irelia,Vladimir
Win,Alistar,Talon,Trundle,Janna,Ezreal
Win,Singed,Talon,Trundle,Janna,Ezreal
Win,Ezreal,Graves,Camille,Lulu,Jax
Win,Braum,Renekton,Rek'Sai,Varus,Cassiopeia
Win,Braum,Irelia,Zilean,Twisted Fate,Shen
Win,Caitlyn,Kha'Zix,Singed,Soraka,Taric
Win,Master Yi,Lucian,Graves,Fizz,Morgana
Win,Tryndamere,Ezreal,Graves,Fizz,Morgana
Win,Ezreal,Karma,Talon,Kha'Zix,Camille
Win,Xin Zhao,Tahm Kench,Lulu,Kog'Maw,Singed
Win,Xin Zhao,Tahm Kench,Lulu,Kog'Maw,Singed
Win,Morgana,Jarvan IV,Sion,Galio,Thresh
Win,Xin Zhao,Yasuo,Jax,Tahm Kench,Aurelion Sol
Win,Xin Zhao,Graves,Ivern,Twisted Fate,Caitlyn
Win,Trundle,Ezreal,Cho'Gath,Twisted Fate,Karma
Win,Jax,Fizz,Jhin,Poppy,Alistar
Win,Jax,Zoe,Singed,Rakan,Xayah
Win,Graves,Morgana,Skarner,Zoe,Jhin
Win,Irelia,Morgana,Fiddlesticks,Ezreal,Irelia
Win,Zoe,Trundle,Braum,Zoe,Tristana
Win,Jax,Renekton,Xin Zhao,Aatrox,Ezreal
Win,Gangplank,Ezreal,Soraka,Soraka,Tryndamere
Win,Ivern,Jhin,Nocturne,Soraka,Tryndamere
Win,Ivern,Braum,Fiora,Caitlyn,Rakan
Win,Camille,LeBlanc,Xin Zhao,Caitlyn,Rakan
Win,Rakan,Skarner,LeBlanc,Camille,Ezreal
Win,Renekton,Tahm Kench,LeBlanc,Jinx,Ryze
Win,Jhin,Irelia,Soraka,Darius,Graves
Win,Olaf,Graves,Thresh,Ezreal,Taliyah
Win,Taliyah,Bard,Varus,Lee Sin,Ryze
Win,Morgana,Ryze,Pyke,Yasuo,Jhin
Win,Gragas,Renekton,Pyke,Yasuo,Jhin
Win,Pyke,Sona,Miss Fortune,Sion,Maokai
Win,Xayah,Cassiopeia,Xin Zhao,LeBlanc,Xayah
Win,Skarner,Taliyah,Urgot,Rakan,Alistar
Win,Trundle,Gangplank,Tristana,Jax,Alistar
Win,Camille,Ezreal,Karma,Dr. Mundo,Xin Zhao
Win,Cassiopeia,Lulu,Kai'Sa,Irelia,Trundle
Win,Kai'Sa,Cassiopeia,Rammus,Morgana,Lee Sin
Win,Kai'Sa,Cassiopeia,Rammus,Morgana,Vladimir
Win,Lee Sin,Singed,Vladimir,Alistar,Kai'Sa
Win,Vladimir,Braum,Cho'Gath,Ezreal,Rek'Sai
Win,Vladimir,Braum,Cho'Gath,Ezreal,Kassadin
Win,Alistar,Nidalee,Zoe,Jhin,Irelia
Win,Alistar,Nidalee,Zoe,Twisted Fate,Soraka
Win,Xayah,Ryze,Vladimir,Alistar,Rengar
Win,Kalista,Ryze,Vladimir,Cho'Gath,Poppy
Win,Kai'Sa,Yasuo,Rek'Sai,Thresh,Poppy
Win,Ezreal,Braum,Trundle,Karma,Zoe
Win,Caitlyn,Aatrox,Nidalee,Karma,Zoe
Win,Rakan,Xin Zhao,Pantheon,Aatrox,Xayah
Win,Ornn,Zoe,Rek'Sai,Fizz,Irelia
Win,Xayah,Master Yi,Yasuo,Nami,Karma
Win,Alistar,Talon,Poppy,Udyr,Kog'Maw
Win,Morgana,Camille,Taliyah,Jax,Kog'Maw
Win,Zoe,Dr. Mundo,Fiddlesticks,Camille,Kai'Sa
Win,Nunu,Morgana,Malzahar,Ezreal,Renekton
Win,Lee Sin,Ezreal,Braum,Aatrox,LeBlanc
Win,Dr. Mundo,Lulu,Xayah,Rakan,Xin Zhao
Win,Dr. Mundo,Lulu,Xayah,Rakan,Graves
Win,Ezreal,Karma,Annie,Jax,Caitlyn
Win,Yasuo,Elise,Soraka,Camille,Fiddlesticks
Win,Kennen,Jayce,Graves,Talon,Aatrox
Win,Alistar,Ashe,Lulu,Graves,Tryndamere
Win,Kha'Zix,Shen,Kai'Sa,Lissandra,Vladimir
Win,Kha'Zix,Shen,Kai'Sa,Lissandra,Twisted Fate
Win,Fiddlesticks,Vladimir,Singed,Nidalee,Jhin
Win,Corki,Rumble,Kog'Maw,Braum,Camille
Win,Corki,Rumble,Kog'Maw,Jhin,Swain
Win,Shen,Zoe,Rakan,Zed,Cassiopeia
Win,Caitlyn,Morgana,Vladimir,Kha'Zix,Azir
Win,Lulu,Kog'Maw,Camille,Tahm Kench,Kindred
Win,Jhin,Morgana,Fiora,Lucian,Zyra
Win,Diana,Dr. Mundo,Lulu,Twisted Fate,Rek'Sai
Win,Rek'Sai,Dr. Mundo,Karma,Ezreal,Rakan
Win,Pyke,Elise,Ezreal,Irelia,Ornn
Win,Pyke,Elise,Taliyah,Tristana,Karma
Win,Jax,Evelynn,Graves,Alistar,Vayne
Win,Aatrox,Alistar,Lulu,Kog'Maw,Camille
Win,Ornn,Nautilus,Kindred,Tristana,LeBlanc
Win,Tahm Kench,Graves,Fizz,Ezreal,Camille
Win,Anivia,Graves,Fizz,Kai'Sa,Miss Fortune
Win,Kai'Sa,Irelia,Gnar,Taliyah,Pyke
Win,Fizz,Sion,Soraka,Xin Zhao,Ezreal
Win,Nidalee,Ahri,Caitlyn,Sion,Braum
Win,Ezreal,Talon,Gangplank,Fiddlesticks,Camille
Win,Jhin,Graves,Lucian,Zoe,Kled
Win,Evelynn,Alistar,Lucian,Zoe,Kled
Win,Soraka,Ezreal,Irelia,Vladimir,Pantheon
Win,Soraka,Ezreal,Vladimir,Pantheon,Kha'Zix
Win,Varus,Mordekaiser,Soraka,Katarina,Malphite
Win,Swain,Rakan,Kha'Zix,Xayah,Sion
Win,Lissandra,Thresh,Kai'Sa,Gangplank,Graves
Win,Lissandra,Thresh,Kai'Sa,Gangplank,Graves
Win,Skarner,Rakan,Orianna,Camille,Kai'Sa
Win,Aatrox,Zed,Caitlyn,Morgana,Kha'Zix
Win,Zoe,Rakan,Lucian,Olaf,Trundle
Win,Ezreal,Janna,Vladimir,Singed,Sion
Win,Camille,Kennen,Lucian,Pyke,Xin Zhao
Win,Tristana,Rakan,Irelia,Vladimir,Gangplank
Win,Zoe,Ivern,Rakan,Xayah,Irelia
Win,Ivern,Ezreal,Ryze,Morgana,Lissandra
Win,Alistar,Trundle,Kai'Sa,Vladimir,Trundle
Win,Morgana,Lucian,LeBlanc,Urgot,Karma
Win,Jhin,Zoe,Kha'Zix,Dr. Mundo,Karma
Win,Fizz,Taliyah,Pyke,Lucian,Soraka
Win,Ezreal,Fizz,Pantheon,Camille,Xayah
Win,Ahri,Thresh,Graves,Camille,Xayah
Win,Talon,Zoe,Olaf,Rengar,Kai'Sa
Win,Braum,Zoe,Olaf,Rengar,Kai'Sa
Win,Kai'Sa,Swain,Lee Sin,Janna,Dr. Mundo
Win,Zoe,Kha'Zix,Ezreal,Karma,Dr. Mundo
Win,Lee Sin,Morgana,Taliyah,Lucian,Renekton
Win,Katarina,Kai'Sa,Renekton,Alistar,Evelynn
Win,Lucian,Kennen,Jayce,Pyke,Zoe
Win,Lulu,Rek'Sai,Soraka,Ezreal,Olaf
